6272,182
3037,1780
1338,2062
4075,1350
4287,1448
1816,1664
2932,1731
3577,1830
378,854
3393,1709
1434,957
2290,1449
3690,1076
4239,1542
731,641
2777,1890
4173,818
3482,1791
1362,1439
1766,1838
4398,952
3349,1912
1494,730
3675,1940
212,956
3315,2069
941,957
1858,1328
1025,533
3060,1609
1679,662
2107,1869
560,1039
6506,3237
1672,2393
3288,1971
2538,960
2395,2552
2030,1530
2597,1588
2862,3581
2249,2236
3177,944
2733,1719
3292,816
2069,1911
1925,766
2972,2132
739,2170
2033,1864
3094,1554
2621,2159
1630,2897
4549,2144
3812,2085
1551,1612
509,1579
2504,1985
2646,975
2543,1951
2619,651
4690,2043
1053,1163
2549,1428
383,392
2197,2247
2471,1706
1690,1553
2949,347
2314,1975
2088,1545
3745,2649
2235,2222
4622,2054
1482,2343
2607,1594
2412,1326
3903,1880
2564,1428
2293,1297
549,1996
3028,2400
3436,1136
2500,2156
1727,1192
3951,2611
6509,2347
4895,1698
4664,2114
3216,2564
1353,1657
2733,1721
773,1063
3121,2180
9359,2456
5495,2416
4428,1078
4924,2651
3743,2491
3593,1787
1503,1983
5616,2274
3327,733
4421,1281
4576,570
4553,2741
3159,970
4531,2316
1298,2017
4653,2284
2819,1068
3323,1402
5590,585
4009,2381
2425,3292
8965,2829
2776,946
3367,2201
3666,2155
5716,2698
2414,592
4047,2601
2644,1231
2743,2370
1029,2020
4145,2160
1837,1723
3006,1823
3369,2671
2430,2415
1550,1028
4170,1892
4185,1358
4421,2328
4148,2986
3897,2780
4286,1473
3380,2665
2531,2318
2648,2078
871,2967
3909,3207
4980,2139
3591,2479
4339,1389
3502,2455
2366,2480
2725,1968
2197,543
3654,2937
1897,858
2207,2726
3072,2899
3201,2620
2470,1306
3390,2029
1752,681
5175,2923
1501,1160
4730,2698
5387,1244
2859,2621
2056,1989
5693,1698
5183,796
4360,3358
3775,1836
1756,2622
3768,146
2735,2608
3994,1223
3778,1943
1689,476
2303,2607
1832,2850
2472,3042
5078,267
2661,2505
2655,2210
3296,1961
3037,645
2806,3956
1082,1714
2943,2752
82,299
2835,2908
3419,1989
2318,2942
3256,2731
2560,2498
3823,1223
4104,1755
581,361
5258,2730
2215,1388
2579,2896
4783,2358
3866,2738
1798,1346
3443,2708
5451,2671
5273,3434
2493,2175
7154,2251
1621,1146
2662,2672
1433,1082
4341,2655
1328,904
4840,3225
2770,2225
3038,2439
3972,1412
5572,2326
1224,3427
4030,2185
4568,1325
4797,2838
3091,2864
3980,2904
1993,4641
5714,3610
3012,1708
7518,2269
3074,2316
6810,3180
8221,1580
5304,2165
2397,3041
6160,2921
3759,1857
9738,1949
8089,2020
8362,3412
4163,1545
4523,2275
2480,2923
6666,3241
3536,1487
3665,5845
4511,1217
13544,4032
5193,1536
3669,2707
2513,3167
4698,2732
2247,3399
4963,3234
166,908
5960,3480
4234,2973
2661,3951
717,3588
3182,3505
3180,3568
3504,2431
4415,3696
3791,3720
6442,2583
4508,3130
643,2801
3056,2870
1651,4106
2994,3595
3113,1546
4186,3396
1463,1563
2261,2264
2682,2723
2692,3246
2008,1470
3885,3118
1286,443
3173,3836
2170,2247
2092,3746
1799,3936
2834,3172
1838,2674
3150,2969
779,1077
3388,3137
1985,1540
3476,3116
2275,3176
3225,3629
2290,1414
2561,3051
407,1753
3350,4489
2218,1838
3099,5220
1130,2218
3243,3987
3551,5517
2155,5056
3850,3330
4006,5284
2117,1550
4081,3592
967,4044
4713,3020
2545,2682
5741,3513
698,3824
5052,4947
4552,1903
2957,4171
3534,997
4739,4301
1262,1247
2390,3949
4098,4092
3985,5432
2942,1658
2922,3192
892,3268
3128,3901
1694,2304
2899,3721
3674,3578
3553,3674
1559,2818
2380,2696
4601,3905
3509,3394
2763,4693
3545,3532
1788,3670
4194,5659
2011,3807
3160,5444
3856,3054
3932,4348
3775,3833
4416,7103
1451,7228
4443,6234
4462,2085
2756,5372
718,1026
4618,3944
3622,1845
4936,6769
1910,5502
3869,3756
1732,1694
2850,4127
3896,1627
4738,3747
1980,1284
3995,2345
445,895
3600,3533
1809,2524
3130,3775
1193,3833
3606,3247
1521,4028
3847,2795
1075,3781
5901,3865
4966,2815
3832,4428
4486,3809
3263,3268
1904,1581
4131,2868
2471,400
5073,5081
4567,2109
5267,2710
3132,4070
3262,4099
3899,1402
4282,3877
2002,4067
3865,3826
3416,4472
3454,3733
1765,3849
3331,3816
4076,1628
2898,4327
1786,1926
3795,4080
3042,4106
3439,3597
1976,1836
4898,4013
4292,1832
4080,5045
4347,344
5027,6080
1819,4059
2806,3909
4319,867
4182,4023
3317,2648
4010,4925
681,5784
4373,4729
2181,2253
3611,5322
1471,5301
9225,3136
4559,2743
4317,4003
4069,4838
3967,4196
2185,3880
3496,3371
3875,1764
3677,3513
4388,2905
5475,4295
4247,1727
5066,4112
2071,3192
3013,4330
5882,1575
4170,4078
4369,4371
3029,3653
183,491
4715,4135
3229,3716
4935,4291
940,3774
3927,3402
3307,3052
3214,3650
4580,5252
4023,4181
4208,1871
4345,2833
3636,1155
3822,3383
3064,2235
4632,2240
4760,972
4088,4582
2331,3892
4297,4245
4165,1759
4021,4351
2016,1988
4722,3018
4405,878
4455,4199
5448,1871
5028,3492
1413,4733
4928,3857
2938,2029
8094,2867
8115,2227
7999,4512
3539,4018
3675,4220
1094,5871
7484,4936
2691,11282
5461,5913
3727,2021
8578,4093
1810,4412
6030,3040
1039,4458
3919,3592
2900,2603
6311,4508
262,5254
