4293,2907
4619,3481
2389,3132
2819,2197
3686,1922
895,3359
3070,2975
2992,3370
2257,2036
1084,1328
2621,3161
4016,3537
2619,2208
1264,704
3005,3109
1286,1618
2444,2339
2455,1522
4345,3320
1883,2756
2834,1607
3220,1519
4641,3350
1505,1598
2929,2842
2692,740
2890,2844
1352,2573
2752,2178
4385,3343
3267,3283
1728,1379
2229,2725
3497,3045
3695,2908
1111,1982
1793,3500
2982,4686
3753,4109
2346,1522
2986,3114
769,2952
2737,3614
1067,4020
2039,2212
3604,3293
